language,construct_id,construct,required,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,true_parser_kernel_class,parse_state_count,lex_state_count,external_lex_state_count,parser_kernel_resolved,CURRENT_FRONTEND_CAPABILITY,MISSING
r,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,TPK_d1cec44e432b80a3,319,7,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C055,ForeignFFI,?,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C055,ForeignFFI,?,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,TPK_01d65720d94102cd,22,1,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C055,ForeignFFI,1,IMPL_54a78cc622db,00100001000000000000000000010000,ForeignDeclCall;ABIContract,UASF_0010;UASF_0022;UASF_0023,abi.ffi;dialect.extension;effect.graph;memory.model;ownership.lifetime,abi.calls;dialect.requires;effect.has;memory.aliases;memory.borrows;memory.owns;storage.resides_in;type.constraint;type.convert;type.has;type.origin;type.parameter,abi_contract;attributes;calling_convention;dialect;effects;extensions;id;kind;lifetime;memory_model;ownership;provenance;semantic_facets;source_span;storage;type_ref,abi.layout;dialect.extension;effect;memory.lifetime,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,TPK_cadde2b22e975d99,1,1,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,TPK_a4e7663592c52e29,377,9,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C056,Range,?,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,TPK_cd0f6250e1f5d39b,659,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,TPK_b4f2b59389d2b24f,2068,6,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C056,Range,?,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,TPK_012889a00346ffde,1969,2,2,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C056,Range,1,IMPL_fad789c7b068,00000000000010000000000000000100,OperationExpr,UASF_0225,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;effect.has;evaluation.before;operation.kind,attributes;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C057,ChannelSendReceive,0,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C057,ChannelSendReceive,1,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,TPK_ece011903f2f9f06,402,5,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C057,ChannelSendReceive,0,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C057,ChannelSendReceive,0,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C057,ChannelSendReceive,?,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C057,ChannelSendReceive,0,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C057,ChannelSendReceive,?,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C057,ChannelSendReceive,?,IMPL_4a89432519d7,00000000000000000001000000001000,ChannelType;SendStmt;ReceiveExpr,UASF_0144,concurrency.model;data.flow;effect.graph,concurrency.atomic_order;concurrency.communicates;concurrency.spawns;concurrency.synchronizes;data.def_use;data.operand;data.result;effect.has,attributes;concurrency_contract;effects;extensions;id;kind;memory_order;operands;results;semantic_facets;source_span;synchronization,concurrency;data.flow;effect,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
