ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
CXXConstructorDecl,declaration,include/clang/Sema/ExternalSemaSource.h,29,cpp_ctor_initialization_order,1.149793
APValue,declaration,include/clang/Sema/Initialization.h,42,cpp_ctor_initialization_order,1.149793
CXXBaseSpecifier,declaration,include/clang/Sema/Initialization.h,43,cpp_ctor_initialization_order,1.149793
ObjCMethodDecl,declaration,include/clang/Sema/Initialization.h,45,cpp_ctor_initialization_order,1.149793
Sema,declaration,include/clang/Sema/Initialization.h,46,cpp_ctor_initialization_order,1.149793
alignas,declaration,include/clang/Sema/Initialization.h,49,cpp_ctor_initialization_order,1.149793
EntityKind,declaration,include/clang/Sema/Initialization.h,52,cpp_ctor_initialization_order,1.149793
EK_Variable,enum_variant,include/clang/Sema/Initialization.h,54,cpp_ctor_initialization_order,1.149793
EK_Result,enum_variant,include/clang/Sema/Initialization.h,60,cpp_ctor_initialization_order,1.149793
EK_StmtExprResult,enum_variant,include/clang/Sema/Initialization.h,63,cpp_ctor_initialization_order,1.149793
EK_Exception,enum_variant,include/clang/Sema/Initialization.h,67,cpp_ctor_initialization_order,1.149793
EK_New,enum_variant,include/clang/Sema/Initialization.h,78,cpp_ctor_initialization_order,1.149793
EK_Base,enum_variant,include/clang/Sema/Initialization.h,84,cpp_ctor_initialization_order,1.149793
EK_Delegating,enum_variant,include/clang/Sema/Initialization.h,87,cpp_ctor_initialization_order,1.149793
EK_BlockElement,enum_variant,include/clang/Sema/Initialization.h,95,cpp_ctor_initialization_order,1.149793
EK_LambdaToBlockConversionBlockElement,enum_variant,include/clang/Sema/Initialization.h,99,cpp_ctor_initialization_order,1.149793
EK_ComplexElement,enum_variant,include/clang/Sema/Initialization.h,103,cpp_ctor_initialization_order,1.149793
EK_LambdaCapture,enum_variant,include/clang/Sema/Initialization.h,107,cpp_ctor_initialization_order,1.149793
EK_RelatedResult,enum_variant,include/clang/Sema/Initialization.h,115,cpp_ctor_initialization_order,1.149793
LN,declaration,include/clang/Sema/Initialization.h,144,cpp_ctor_initialization_order,1.149793
VD,declaration,include/clang/Sema/Initialization.h,156,cpp_ctor_initialization_order,1.149793
C,declaration,include/clang/Sema/Initialization.h,170,cpp_ctor_initialization_order,1.149793
LN,declaration,include/clang/Sema/Initialization.h,194,cpp_ctor_initialization_order,1.149793
C,declaration,include/clang/Sema/Initialization.h,206,cpp_ctor_initialization_order,1.149793
InitializationKind,declaration,include/clang/Sema/Initialization.h,540,cpp_ctor_initialization_order,1.149793
InitKind,declaration,include/clang/Sema/Initialization.h,543,cpp_ctor_initialization_order,1.149793
IK_Direct,enum_variant,include/clang/Sema/Initialization.h,545,cpp_ctor_initialization_order,1.149793
IK_DirectList,enum_variant,include/clang/Sema/Initialization.h,548,cpp_ctor_initialization_order,1.149793
IK_Default,enum_variant,include/clang/Sema/Initialization.h,554,cpp_ctor_initialization_order,1.149793
InitContext,declaration,include/clang/Sema/Initialization.h,562,cpp_ctor_initialization_order,1.149793
IC_Normal,enum_variant,include/clang/Sema/Initialization.h,564,cpp_ctor_initialization_order,1.149793
IC_ExplicitConvs,enum_variant,include/clang/Sema/Initialization.h,567,cpp_ctor_initialization_order,1.149793
IC_StaticCast,enum_variant,include/clang/Sema/Initialization.h,573,cpp_ctor_initialization_order,1.149793
IC_CStyleCast,enum_variant,include/clang/Sema/Initialization.h,576,cpp_ctor_initialization_order,1.149793
InitializationSequence,declaration,include/clang/Sema/Initialization.h,759,cpp_ctor_initialization_order,1.149793
SequenceKind,declaration,include/clang/Sema/Initialization.h,762,cpp_ctor_initialization_order,1.149793
FailedSequence,enum_variant,include/clang/Sema/Initialization.h,765,cpp_ctor_initialization_order,1.149793
DependentSequence,enum_variant,include/clang/Sema/Initialization.h,770,cpp_ctor_initialization_order,1.149793
StepKind,declaration,include/clang/Sema/Initialization.h,778,cpp_ctor_initialization_order,1.149793
SK_CastDerivedToBaseRValue,enum_variant,include/clang/Sema/Initialization.h,784,cpp_ctor_initialization_order,1.149793
SK_CastDerivedToBaseXValue,enum_variant,include/clang/Sema/Initialization.h,787,cpp_ctor_initialization_order,1.149793
SK_CastDerivedToBaseLValue,enum_variant,include/clang/Sema/Initialization.h,790,cpp_ctor_initialization_order,1.149793
SK_UserConversion,enum_variant,include/clang/Sema/Initialization.h,809,cpp_ctor_initialization_order,1.149793
SK_QualificationConversionRValue,enum_variant,include/clang/Sema/Initialization.h,812,cpp_ctor_initialization_order,1.149793
SK_QualificationConversionXValue,enum_variant,include/clang/Sema/Initialization.h,815,cpp_ctor_initialization_order,1.149793
SK_QualificationConversionLValue,enum_variant,include/clang/Sema/Initialization.h,818,cpp_ctor_initialization_order,1.149793
SK_AtomicConversion,enum_variant,include/clang/Sema/Initialization.h,821,cpp_ctor_initialization_order,1.149793
SK_LValueToRValue,enum_variant,include/clang/Sema/Initialization.h,824,cpp_ctor_initialization_order,1.149793
SK_ConversionSequence,enum_variant,include/clang/Sema/Initialization.h,827,cpp_ctor_initialization_order,1.149793
SK_ConversionSequenceNoNarrowing,enum_variant,include/clang/Sema/Initialization.h,830,cpp_ctor_initialization_order,1.149793
SK_ListInitialization,enum_variant,include/clang/Sema/Initialization.h,833,cpp_ctor_initialization_order,1.149793
SK_UnwrapInitList,enum_variant,include/clang/Sema/Initialization.h,836,cpp_ctor_initialization_order,1.149793
SK_RewrapInitList,enum_variant,include/clang/Sema/Initialization.h,839,cpp_ctor_initialization_order,1.149793
SK_ZeroInitialization,enum_variant,include/clang/Sema/Initialization.h,849,cpp_ctor_initialization_order,1.149793
SK_CAssignment,enum_variant,include/clang/Sema/Initialization.h,852,cpp_ctor_initialization_order,1.149793
SK_StringInit,enum_variant,include/clang/Sema/Initialization.h,855,cpp_ctor_initialization_order,1.149793
SK_PassByIndirectRestore,enum_variant,include/clang/Sema/Initialization.h,881,cpp_ctor_initialization_order,1.149793
SK_StdInitializerList,enum_variant,include/clang/Sema/Initialization.h,887,cpp_ctor_initialization_order,1.149793
SK_OCLSamplerInit,enum_variant,include/clang/Sema/Initialization.h,894,cpp_ctor_initialization_order,1.149793
SK_OCLZeroQueue,enum_variant,include/clang/Sema/Initialization.h,897,cpp_ctor_initialization_order,1.149793
Step,declaration,include/clang/Sema/Initialization.h,904,cpp_ctor_initialization_order,1.149793
F,declaration,include/clang/Sema/Initialization.h,912,cpp_ctor_initialization_order,1.149793
F,declaration,include/clang/Sema/Initialization.h,929,cpp_ctor_initialization_order,1.149793
SequenceKind,declaration,include/clang/Sema/Initialization.h,945,cpp_ctor_initialization_order,1.149793
FailureKind,declaration,include/clang/Sema/Initialization.h,952,cpp_ctor_initialization_order,1.149793
FK_ConversionFailed,enum_variant,include/clang/Sema/Initialization.h,1021,cpp_ctor_initialization_order,1.149793
FK_ConversionFromPropertyFailed,enum_variant,include/clang/Sema/Initialization.h,1024,cpp_ctor_initialization_order,1.149793
FK_TooManyInitsForScalar,enum_variant,include/clang/Sema/Initialization.h,1027,cpp_ctor_initialization_order,1.149793
FK_ParenthesizedListInitForScalar,enum_variant,include/clang/Sema/Initialization.h,1030,cpp_ctor_initialization_order,1.149793
FK_DefaultInitOfConst,enum_variant,include/clang/Sema/Initialization.h,1049,cpp_ctor_initialization_order,1.149793
FK_Incomplete,enum_variant,include/clang/Sema/Initialization.h,1052,cpp_ctor_initialization_order,1.149793
FK_ListInitializationFailed,enum_variant,include/clang/Sema/Initialization.h,1058,cpp_ctor_initialization_order,1.149793
FK_AddressOfUnaddressableFunction,enum_variant,include/clang/Sema/Initialization.h,1066,cpp_ctor_initialization_order,1.149793
SequenceKind,declaration,include/clang/Sema/Initialization.h,1172,cpp_ctor_initialization_order,1.149793
CXXCtorInitializer,declaration,include/clang/Sema/Ownership.h,33,cpp_ctor_initialization_order,1.149793
AttributeFactory,declaration,include/clang/Sema/ParsedAttr.h,574,cpp_ctor_initialization_order,1.149793
SmallBitVector,declaration,include/clang/Sema/Sema.h,67,cpp_ctor_initialization_order,1.149793
CXXConstructorDecl,declaration,include/clang/Sema/Sema.h,87,cpp_ctor_initialization_order,1.149793
CXXDestructorDecl,declaration,include/clang/Sema/Sema.h,90,cpp_ctor_initialization_order,1.149793
CXXFieldCollector,declaration,include/clang/Sema/Sema.h,91,cpp_ctor_initialization_order,1.149793
InitializationKind,declaration,include/clang/Sema/Sema.h,128,cpp_ctor_initialization_order,1.149793
InitializationSequence,declaration,include/clang/Sema/Sema.h,129,cpp_ctor_initialization_order,1.149793
CXXDefaultConstructor,enum_variant,include/clang/Sema/Sema.h,1149,cpp_ctor_initialization_order,1.149793
CXXDestructor,enum_variant,include/clang/Sema/Sema.h,1154,cpp_ctor_initialization_order,1.149793
InheritedConstructorInfo,declaration,include/clang/Sema/Sema.h,4853,cpp_ctor_initialization_order,1.149793
VariadicConstructor,enum_variant,include/clang/Sema/Sema.h,9368,cpp_ctor_initialization_order,1.149793
IncompatibleVectors,enum_variant,include/clang/Sema/Sema.h,9467,cpp_ctor_initialization_order,1.149793
CXXConstructorDecl,declaration,lib/AST/CXXABI.h,23,cpp_ctor_initialization_order,1.149793
VectorExprEvaluator,declaration,lib/AST/ExprConstant.cpp,6874,cpp_ctor_initialization_order,1.149793
StdInitListInitialization,enum_variant,lib/AST/ExprCXX.cpp,820,cpp_ctor_initialization_order,1.149793
CCM_Vector,enum_variant,lib/AST/Mangle.cpp,56,cpp_ctor_initialization_order,1.149793
Constructors,enum_variant,lib/Sema/SemaDecl.cpp,9423,cpp_ctor_initialization_order,1.149793
Vector,declaration,lib/Sema/SemaDeclAttr.cpp,2001,cpp_ctor_initialization_order,1.149793
CXXDefaultConstructor,enum_variant,lib/Sema/SemaDeclCXX.cpp,10847,cpp_ctor_initialization_order,1.149793
Destructor,enum_variant,lib/Sema/SemaDeclCXX.cpp,11139,cpp_ctor_initialization_order,1.149793
IsListInitialization,enum_variant,lib/Sema/SemaDeclCXX.cpp,12825,cpp_ctor_initialization_order,1.149793
FamilySelector,declaration,lib/Sema/SemaDeclObjC.cpp,2489,cpp_ctor_initialization_order,1.149793
ReasonSelector,declaration,lib/Sema/SemaDeclObjC.cpp,2516,cpp_ctor_initialization_order,1.149793
AO_Vector_Element,enum_variant,lib/Sema/SemaExpr.cpp,11445,cpp_ctor_initialization_order,1.149793
ConstructorArgs,enum_variant,lib/Sema/SemaInit.cpp,5976,cpp_ctor_initialization_order,1.149793
ConstructorArgs,enum_variant,lib/Sema/SemaInit.cpp,6196,cpp_ctor_initialization_order,1.149793
IsListInitialization,enum_variant,lib/Sema/SemaInit.cpp,6198,cpp_ctor_initialization_order,1.149793
IsStdInitListInitialization,enum_variant,lib/Sema/SemaInit.cpp,6199,cpp_ctor_initialization_order,1.149793
ConstructorInitRequiresZeroInit,enum_variant,lib/Sema/SemaInit.cpp,6200,cpp_ctor_initialization_order,1.149793
Constructor,enum_variant,lib/Sema/SemaInit.cpp,6206,cpp_ctor_initialization_order,1.149793
ConstructorArgs,enum_variant,lib/Sema/SemaInit.cpp,6207,cpp_ctor_initialization_order,1.149793
IsListInitialization,enum_variant,lib/Sema/SemaInit.cpp,6209,cpp_ctor_initialization_order,1.149793
IsStdInitListInitialization,enum_variant,lib/Sema/SemaInit.cpp,6210,cpp_ctor_initialization_order,1.149793
ConstructorInitRequiresZeroInit,enum_variant,lib/Sema/SemaInit.cpp,6211,cpp_ctor_initialization_order,1.149793
ConstructorArgs,enum_variant,lib/Sema/SemaInit.cpp,7537,cpp_ctor_initialization_order,1.149793
ConstructorInitRequiresZeroInit,enum_variant,lib/Sema/SemaInit.cpp,7715,cpp_ctor_initialization_order,1.149793
ConstructorInitRequiresZeroInit,enum_variant,lib/Sema/SemaInit.cpp,7762,cpp_ctor_initialization_order,1.149793
ShouldBeInOrderedRegion,enum_variant,lib/Sema/SemaOpenMP.cpp,2794,cpp_ctor_initialization_order,1.149793
CaseCompareFunctor,declaration,lib/Sema/SemaStmt.cpp,585,cpp_ctor_initialization_order,1.149793
DeclExtractor,declaration,lib/Sema/SemaStmt.cpp,1345,cpp_ctor_initialization_order,1.149793
ExprVectorElt,enum_variant,lib/Sema/SemaStmtAsm.cpp,119,cpp_ctor_initialization_order,1.149793
ListInitialization,enum_variant,lib/Sema/TreeTransform.h,2834,cpp_ctor_initialization_order,1.149793
StdInitListInitialization,enum_variant,lib/Sema/TreeTransform.h,2835,cpp_ctor_initialization_order,1.149793
STC_Arithmetic,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,151,c_pointer_arithmetic,1.146683
Arithmetic,enum_variant,lib/Sema/SemaChecking.cpp,4219,c_pointer_arithmetic,1.146683
ExplicitSpecialization,enum_variant,include/clang/Sema/Sema.h,2115,cpp_partial_specialization,1.144143
Union,enum_variant,include/clang/AST/APValue.h,52,c_union_active_member,1.141596
UnionData,declaration,include/clang/AST/APValue.h,150,c_union_active_member,1.141596
CCC_ClassStructUnion,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,215,c_union_active_member,1.141596
CCC_UnionTag,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,258,c_union_active_member,1.141596
ExpectedUnion,enum_variant,include/clang/Sema/ParsedAttr.h,962,c_union_active_member,1.141596
NTK_NonUnion,enum_variant,include/clang/Sema/Sema.h,2176,c_union_active_member,1.141596
Union,enum_variant,lib/AST/ExprConstant.cpp,7561,c_union_active_member,1.141596
CXXFoldExpr,declaration,include/clang/AST/ExprCXX.h,4187,cpp_fold_expressions,1.137027
FoldingSetNodeID,declaration,include/clang/AST/Stmt.h,39,cpp_fold_expressions,1.137027
EM_ConstantFold,enum_variant,lib/AST/ExprConstant.cpp,736,cpp_fold_expressions,1.137027
EM_OffsetFold,enum_variant,lib/AST/ExprConstant.cpp,773,cpp_fold_expressions,1.137027
FoldConstant,declaration,lib/AST/ExprConstant.cpp,1069,cpp_fold_expressions,1.137027
ParameterABIAttr,declaration,include/clang/AST/Attr.h,183,cpp_parameter_packs,1.130189
CK_CurrentParameter,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,459,cpp_parameter_packs,1.130189
ExpectedFunctionMethodOrParameter,enum_variant,include/clang/Sema/ParsedAttr.h,966,cpp_parameter_packs,1.130189
CES_AllowParameters,enum_variant,include/clang/Sema/Sema.h,3814,cpp_parameter_packs,1.130189
UnexpandedParameterPackContext,declaration,include/clang/Sema/Sema.h,6546,cpp_parameter_packs,1.130189
ExtParameterInfoBuilder,declaration,include/clang/Sema/Sema.h,7678,cpp_parameter_packs,1.130189
PlacementArgs,enum_variant,lib/AST/ASTImporter.cpp,6365,cpp_placement_new,1.126728
Replacement,enum_variant,lib/Sema/SemaDeclAttr.cpp,2419,cpp_placement_new,1.126728
Replacement,enum_variant,lib/Sema/SemaDeclAttr.cpp,2444,cpp_placement_new,1.126728
PlacementLParen,enum_variant,lib/Sema/TreeTransform.h,2717,cpp_placement_new,1.126728
PlacementArgs,enum_variant,lib/Sema/TreeTransform.h,2718,cpp_placement_new,1.126728
PlacementRParen,enum_variant,lib/Sema/TreeTransform.h,2719,cpp_placement_new,1.126728
SFINAETrap,declaration,include/clang/Sema/Sema.h,7511,cpp_sfinae,1.116341
NamedDecl,declaration,include/clang/AST/ASTImporter.h,40,cpp_name_lookup,1.090929
NamedDecl,declaration,include/clang/AST/ASTMutationListener.h,30,cpp_name_lookup,1.090929
NamedDecl,declaration,include/clang/AST/ASTUnresolvedSet.h,27,cpp_name_lookup,1.090929
TagName,enum_variant,include/clang/AST/Comment.h,459,cpp_name_lookup,1.090929
TagName,enum_variant,include/clang/AST/Comment.h,515,cpp_name_lookup,1.090929
NamespaceKind,enum_variant,include/clang/AST/Comment.h,1040,cpp_name_lookup,1.090929
NamespaceDecl,declaration,include/clang/AST/ComparisonCategories.h,36,cpp_name_lookup,1.090929
NamespaceDecl,declaration,include/clang/AST/Decl.h,65,cpp_name_lookup,1.090929
NamedDecl,declaration,include/clang/AST/Decl.h,248,cpp_name_lookup,1.090929
NamespaceDecl,declaration,include/clang/AST/Decl.h,514,cpp_name_lookup,1.090929
ASTContext,declaration,include/clang/AST/DeclarationName.h,33,cpp_name_lookup,1.090929
CXXSpecialName,declaration,include/clang/AST/DeclarationName.h,38,cpp_name_lookup,1.090929
DeclarationNameExtra,declaration,include/clang/AST/DeclarationName.h,39,cpp_name_lookup,1.090929
IdentifierInfo,declaration,include/clang/AST/DeclarationName.h,40,cpp_name_lookup,1.090929
PrintingPolicy,declaration,include/clang/AST/DeclarationName.h,43,cpp_name_lookup,1.090929
UsingDirectiveDecl,declaration,include/clang/AST/DeclarationName.h,46,cpp_name_lookup,1.090929
DeclarationName,declaration,include/clang/AST/DeclarationName.h,56,cpp_name_lookup,1.090929
NameKind,declaration,include/clang/AST/DeclarationName.h,59,cpp_name_lookup,1.090929
Identifier,enum_variant,include/clang/AST/DeclarationName.h,60,cpp_name_lookup,1.090929
CXXConversionFunctionName,enum_variant,include/clang/AST/DeclarationName.h,66,cpp_name_lookup,1.090929
StoredNameKind,declaration,include/clang/AST/DeclarationName.h,84,cpp_name_lookup,1.090929
StoredIdentifier,enum_variant,include/clang/AST/DeclarationName.h,85,cpp_name_lookup,1.090929
StoredDeclarationNameExtra,enum_variant,include/clang/AST/DeclarationName.h,88,cpp_name_lookup,1.090929
CXXSpecialName,declaration,include/clang/AST/DeclarationName.h,349,cpp_name_lookup,1.090929
DeclarationNameTable,declaration,include/clang/AST/DeclarationName.h,415,cpp_name_lookup,1.090929
DeclarationNameLoc,declaration,include/clang/AST/DeclarationName.h,493,cpp_name_lookup,1.090929
NT,declaration,include/clang/AST/DeclarationName.h,500,cpp_name_lookup,1.090929
CXXOpName,declaration,include/clang/AST/DeclarationName.h,505,cpp_name_lookup,1.090929
CXXLitOpName,declaration,include/clang/AST/DeclarationName.h,511,cpp_name_lookup,1.090929
NT,declaration,include/clang/AST/DeclarationName.h,520,cpp_name_lookup,1.090929
CXXOpName,declaration,include/clang/AST/DeclarationName.h,521,cpp_name_lookup,1.090929
CXXLitOpName,declaration,include/clang/AST/DeclarationName.h,522,cpp_name_lookup,1.090929
DeclarationNameInfo,declaration,include/clang/AST/DeclarationName.h,533,cpp_name_lookup,1.090929
DenseMapInfo,declaration,include/clang/AST/DeclarationName.h,685,cpp_name_lookup,1.090929
isPodLike,declaration,include/clang/AST/DeclarationName.h,705,cpp_name_lookup,1.090929
NamedDecl,declaration,include/clang/AST/DeclBase.h,52,cpp_name_lookup,1.090929
IdentifierNamespace,declaration,include/clang/AST/DeclBase.h,115,cpp_name_lookup,1.090929
IDNS_Namespace,enum_variant,include/clang/AST/DeclBase.h,140,cpp_name_lookup,1.090929
DeclContextLookupResult,declaration,include/clang/AST/DeclBase.h,1191,cpp_name_lookup,1.090929
all_lookups_iterator,declaration,include/clang/AST/DeclBase.h,2258,cpp_name_lookup,1.090929
NamespaceAliasDecl,declaration,include/clang/AST/DeclCXX.h,3011,cpp_name_lookup,1.090929
DeclContext,declaration,include/clang/AST/DeclLookups.h,29,cpp_name_lookup,1.090929
NamedDecl,declaration,include/clang/AST/DependentDiagnostic.h,34,cpp_name_lookup,1.090929
NamedDecl,declaration,include/clang/AST/Expr.h,47,cpp_name_lookup,1.090929
FuncDName,enum_variant,include/clang/AST/Expr.h,1209,cpp_name_lookup,1.090929
CXXNamedCastExpr,declaration,include/clang/AST/ExprCXX.h,246,cpp_name_lookup,1.090929
