table_index,name,kernel,arity,go,rust,cpp,c,python,zig,julia,nim,csharp,java,kotlin,swift
632,icuGetCollate,environment,1,go:environment:icuGetCollate,rust:environment:icuGetCollate,cpp:environment:icuGetCollate,c:environment:icuGetCollate,python:environment:icuGetCollate,zig:environment:icuGetCollate,julia:environment:icuGetCollate,nim:environment:icuGetCollate,csharp:environment:icuGetCollate,java:environment:icuGetCollate,kotlin:environment:icuGetCollate,swift:environment:icuGetCollate
633,readRenviron,environment,1,go:environment:readRenviron,rust:environment:readRenviron,cpp:environment:readRenviron,c:environment:readRenviron,python:environment:readRenviron,zig:environment:readRenviron,julia:environment:readRenviron,nim:environment:readRenviron,csharp:environment:readRenviron,java:environment:readRenviron,kotlin:environment:readRenviron,swift:environment:readRenviron
634,shortRowNames,attribute,2,go:attribute:shortRowNames,rust:attribute:shortRowNames,cpp:attribute:shortRowNames,c:attribute:shortRowNames,python:attribute:shortRowNames,zig:attribute:shortRowNames,julia:attribute:shortRowNames,nim:attribute:shortRowNames,csharp:attribute:shortRowNames,java:attribute:shortRowNames,kotlin:attribute:shortRowNames,swift:attribute:shortRowNames
635,copyDFattr,attribute,2,go:attribute:copyDFattr,rust:attribute:copyDFattr,cpp:attribute:copyDFattr,c:attribute:copyDFattr,python:attribute:copyDFattr,zig:attribute:copyDFattr,julia:attribute:copyDFattr,nim:attribute:copyDFattr,csharp:attribute:copyDFattr,java:attribute:copyDFattr,kotlin:attribute:copyDFattr,swift:attribute:copyDFattr
636,getRegisteredRoutines,environment,1,go:environment:getRegisteredRoutines,rust:environment:getRegisteredRoutines,cpp:environment:getRegisteredRoutines,c:environment:getRegisteredRoutines,python:environment:getRegisteredRoutines,zig:environment:getRegisteredRoutines,julia:environment:getRegisteredRoutines,nim:environment:getRegisteredRoutines,csharp:environment:getRegisteredRoutines,java:environment:getRegisteredRoutines,kotlin:environment:getRegisteredRoutines,swift:environment:getRegisteredRoutines
637,getLoadedDLLs,environment,0,go:environment:getLoadedDLLs,rust:environment:getLoadedDLLs,cpp:environment:getLoadedDLLs,c:environment:getLoadedDLLs,python:environment:getLoadedDLLs,zig:environment:getLoadedDLLs,julia:environment:getLoadedDLLs,nim:environment:getLoadedDLLs,csharp:environment:getLoadedDLLs,java:environment:getLoadedDLLs,kotlin:environment:getLoadedDLLs,swift:environment:getLoadedDLLs
638,getSymbolInfo,environment,3,go:environment:getSymbolInfo,rust:environment:getSymbolInfo,cpp:environment:getSymbolInfo,c:environment:getSymbolInfo,python:environment:getSymbolInfo,zig:environment:getSymbolInfo,julia:environment:getSymbolInfo,nim:environment:getSymbolInfo,csharp:environment:getSymbolInfo,java:environment:getSymbolInfo,kotlin:environment:getSymbolInfo,swift:environment:getSymbolInfo
639,.isMethodsDispatchOn,runtime,-1,go:runtime:.isMethodsDispatchOn,rust:runtime:.isMethodsDispatchOn,cpp:runtime:.isMethodsDispatchOn,c:runtime:.isMethodsDispatchOn,python:runtime:.isMethodsDispatchOn,zig:runtime:.isMethodsDispatchOn,julia:runtime:.isMethodsDispatchOn,nim:runtime:.isMethodsDispatchOn,csharp:runtime:.isMethodsDispatchOn,java:runtime:.isMethodsDispatchOn,kotlin:runtime:.isMethodsDispatchOn,swift:runtime:.isMethodsDispatchOn
640,lazyLoadDBfetch,serialization,4,go:serialization:lazyLoadDBfetch,rust:serialization:lazyLoadDBfetch,cpp:serialization:lazyLoadDBfetch,c:serialization:lazyLoadDBfetch,python:serialization:lazyLoadDBfetch,zig:serialization:lazyLoadDBfetch,julia:serialization:lazyLoadDBfetch,nim:serialization:lazyLoadDBfetch,csharp:serialization:lazyLoadDBfetch,java:serialization:lazyLoadDBfetch,kotlin:serialization:lazyLoadDBfetch,swift:serialization:lazyLoadDBfetch
641,lazyLoadDBflush,serialization,1,go:serialization:lazyLoadDBflush,rust:serialization:lazyLoadDBflush,cpp:serialization:lazyLoadDBflush,c:serialization:lazyLoadDBflush,python:serialization:lazyLoadDBflush,zig:serialization:lazyLoadDBflush,julia:serialization:lazyLoadDBflush,nim:serialization:lazyLoadDBflush,csharp:serialization:lazyLoadDBflush,java:serialization:lazyLoadDBflush,kotlin:serialization:lazyLoadDBflush,swift:serialization:lazyLoadDBflush
642,getVarsFromFrame,environment,3,go:environment:getVarsFromFrame,rust:environment:getVarsFromFrame,cpp:environment:getVarsFromFrame,c:environment:getVarsFromFrame,python:environment:getVarsFromFrame,zig:environment:getVarsFromFrame,julia:environment:getVarsFromFrame,nim:environment:getVarsFromFrame,csharp:environment:getVarsFromFrame,java:environment:getVarsFromFrame,kotlin:environment:getVarsFromFrame,swift:environment:getVarsFromFrame
643,lazyLoadDBinsertValue,serialization,5,go:serialization:lazyLoadDBinsertValue,rust:serialization:lazyLoadDBinsertValue,cpp:serialization:lazyLoadDBinsertValue,c:serialization:lazyLoadDBinsertValue,python:serialization:lazyLoadDBinsertValue,zig:serialization:lazyLoadDBinsertValue,julia:serialization:lazyLoadDBinsertValue,nim:serialization:lazyLoadDBinsertValue,csharp:serialization:lazyLoadDBinsertValue,java:serialization:lazyLoadDBinsertValue,kotlin:serialization:lazyLoadDBinsertValue,swift:serialization:lazyLoadDBinsertValue
644,bincode,runtime,4,go:runtime:bincode,rust:runtime:bincode,cpp:runtime:bincode,c:runtime:bincode,python:runtime:bincode,zig:runtime:bincode,julia:runtime:bincode,nim:runtime:bincode,csharp:runtime:bincode,java:runtime:bincode,kotlin:runtime:bincode,swift:runtime:bincode
645,tabulate,runtime,2,go:runtime:tabulate,rust:runtime:tabulate,cpp:runtime:tabulate,c:runtime:tabulate,python:runtime:tabulate,zig:runtime:tabulate,julia:runtime:tabulate,nim:runtime:tabulate,csharp:runtime:tabulate,java:runtime:tabulate,kotlin:runtime:tabulate,swift:runtime:tabulate
646,findInterval,runtime,6,go:runtime:findInterval,rust:runtime:findInterval,cpp:runtime:findInterval,c:runtime:findInterval,python:runtime:findInterval,zig:runtime:findInterval,julia:runtime:findInterval,nim:runtime:findInterval,csharp:runtime:findInterval,java:runtime:findInterval,kotlin:runtime:findInterval,swift:runtime:findInterval
647,pretty,runtime,8,go:runtime:pretty,rust:runtime:pretty,cpp:runtime:pretty,c:runtime:pretty,python:runtime:pretty,zig:runtime:pretty,julia:runtime:pretty,nim:runtime:pretty,csharp:runtime:pretty,java:runtime:pretty,kotlin:runtime:pretty,swift:runtime:pretty
648,formatC,runtime,7,go:runtime:formatC,rust:runtime:formatC,cpp:runtime:formatC,c:runtime:formatC,python:runtime:formatC,zig:runtime:formatC,julia:runtime:formatC,nim:runtime:formatC,csharp:runtime:formatC,java:runtime:formatC,kotlin:runtime:formatC,swift:runtime:formatC
649,crc64,runtime,1,go:runtime:crc64,rust:runtime:crc64,cpp:runtime:crc64,c:runtime:crc64,python:runtime:crc64,zig:runtime:crc64,julia:runtime:crc64,nim:runtime:crc64,csharp:runtime:crc64,java:runtime:crc64,kotlin:runtime:crc64,swift:runtime:crc64
650,bitwiseAnd,bitwise,2,go:bitwise:bitwiseAnd,rust:bitwise:bitwiseAnd,cpp:bitwise:bitwiseAnd,c:bitwise:bitwiseAnd,python:bitwise:bitwiseAnd,zig:bitwise:bitwiseAnd,julia:bitwise:bitwiseAnd,nim:bitwise:bitwiseAnd,csharp:bitwise:bitwiseAnd,java:bitwise:bitwiseAnd,kotlin:bitwise:bitwiseAnd,swift:bitwise:bitwiseAnd
651,bitwiseNot,bitwise,1,go:bitwise:bitwiseNot,rust:bitwise:bitwiseNot,cpp:bitwise:bitwiseNot,c:bitwise:bitwiseNot,python:bitwise:bitwiseNot,zig:bitwise:bitwiseNot,julia:bitwise:bitwiseNot,nim:bitwise:bitwiseNot,csharp:bitwise:bitwiseNot,java:bitwise:bitwiseNot,kotlin:bitwise:bitwiseNot,swift:bitwise:bitwiseNot
652,bitwiseOr,bitwise,2,go:bitwise:bitwiseOr,rust:bitwise:bitwiseOr,cpp:bitwise:bitwiseOr,c:bitwise:bitwiseOr,python:bitwise:bitwiseOr,zig:bitwise:bitwiseOr,julia:bitwise:bitwiseOr,nim:bitwise:bitwiseOr,csharp:bitwise:bitwiseOr,java:bitwise:bitwiseOr,kotlin:bitwise:bitwiseOr,swift:bitwise:bitwiseOr
653,bitwiseXor,bitwise,2,go:bitwise:bitwiseXor,rust:bitwise:bitwiseXor,cpp:bitwise:bitwiseXor,c:bitwise:bitwiseXor,python:bitwise:bitwiseXor,zig:bitwise:bitwiseXor,julia:bitwise:bitwiseXor,nim:bitwise:bitwiseXor,csharp:bitwise:bitwiseXor,java:bitwise:bitwiseXor,kotlin:bitwise:bitwiseXor,swift:bitwise:bitwiseXor
654,bitwiseShiftL,bitwise,2,go:bitwise:bitwiseShiftL,rust:bitwise:bitwiseShiftL,cpp:bitwise:bitwiseShiftL,c:bitwise:bitwiseShiftL,python:bitwise:bitwiseShiftL,zig:bitwise:bitwiseShiftL,julia:bitwise:bitwiseShiftL,nim:bitwise:bitwiseShiftL,csharp:bitwise:bitwiseShiftL,java:bitwise:bitwiseShiftL,kotlin:bitwise:bitwiseShiftL,swift:bitwise:bitwiseShiftL
655,bitwiseShiftR,bitwise,2,go:bitwise:bitwiseShiftR,rust:bitwise:bitwiseShiftR,cpp:bitwise:bitwiseShiftR,c:bitwise:bitwiseShiftR,python:bitwise:bitwiseShiftR,zig:bitwise:bitwiseShiftR,julia:bitwise:bitwiseShiftR,nim:bitwise:bitwiseShiftR,csharp:bitwise:bitwiseShiftR,java:bitwise:bitwiseShiftR,kotlin:bitwise:bitwiseShiftR,swift:bitwise:bitwiseShiftR
656,serialize,serialization,5,go:serialization:serialize,rust:serialization:serialize,cpp:serialization:serialize,c:serialization:serialize,python:serialization:serialize,zig:serialization:serialize,julia:serialization:serialize,nim:serialization:serialize,csharp:serialization:serialize,java:serialization:serialize,kotlin:serialization:serialize,swift:serialization:serialize
657,serializeb,serialization,5,go:serialization:serializeb,rust:serialization:serializeb,cpp:serialization:serializeb,c:serialization:serializeb,python:serialization:serializeb,zig:serialization:serializeb,julia:serialization:serializeb,nim:serialization:serializeb,csharp:serialization:serializeb,java:serialization:serializeb,kotlin:serialization:serializeb,swift:serialization:serializeb
658,unserialize,serialization,2,go:serialization:unserialize,rust:serialization:unserialize,cpp:serialization:unserialize,c:serialization:unserialize,python:serialization:unserialize,zig:serialization:unserialize,julia:serialization:unserialize,nim:serialization:unserialize,csharp:serialization:unserialize,java:serialization:unserialize,kotlin:serialization:unserialize,swift:serialization:unserialize
659,rowsum_matrix,reduction,5,go:reduction:rowsum_matrix,rust:reduction:rowsum_matrix,cpp:reduction:rowsum_matrix,c:reduction:rowsum_matrix,python:reduction:rowsum_matrix,zig:reduction:rowsum_matrix,julia:reduction:rowsum_matrix,nim:reduction:rowsum_matrix,csharp:reduction:rowsum_matrix,java:reduction:rowsum_matrix,kotlin:reduction:rowsum_matrix,swift:reduction:rowsum_matrix
660,rowsum_df,reduction,5,go:reduction:rowsum_df,rust:reduction:rowsum_df,cpp:reduction:rowsum_df,c:reduction:rowsum_df,python:reduction:rowsum_df,zig:reduction:rowsum_df,julia:reduction:rowsum_df,nim:reduction:rowsum_df,csharp:reduction:rowsum_df,java:reduction:rowsum_df,kotlin:reduction:rowsum_df,swift:reduction:rowsum_df
661,objsxp,runtime,0,go:runtime:objsxp,rust:runtime:objsxp,cpp:runtime:objsxp,c:runtime:objsxp,python:runtime:objsxp,zig:runtime:objsxp,julia:runtime:objsxp,nim:runtime:objsxp,csharp:runtime:objsxp,java:runtime:objsxp,kotlin:runtime:objsxp,swift:runtime:objsxp
662,setS4Object,runtime,3,go:runtime:setS4Object,rust:runtime:setS4Object,cpp:runtime:setS4Object,c:runtime:setS4Object,python:runtime:setS4Object,zig:runtime:setS4Object,julia:runtime:setS4Object,nim:runtime:setS4Object,csharp:runtime:setS4Object,java:runtime:setS4Object,kotlin:runtime:setS4Object,swift:runtime:setS4Object
663,traceOnOff,runtime,1,go:runtime:traceOnOff,rust:runtime:traceOnOff,cpp:runtime:traceOnOff,c:runtime:traceOnOff,python:runtime:traceOnOff,zig:runtime:traceOnOff,julia:runtime:traceOnOff,nim:runtime:traceOnOff,csharp:runtime:traceOnOff,java:runtime:traceOnOff,kotlin:runtime:traceOnOff,swift:runtime:traceOnOff
664,debugOnOff,runtime,1,go:runtime:debugOnOff,rust:runtime:debugOnOff,cpp:runtime:debugOnOff,c:runtime:debugOnOff,python:runtime:debugOnOff,zig:runtime:debugOnOff,julia:runtime:debugOnOff,nim:runtime:debugOnOff,csharp:runtime:debugOnOff,java:runtime:debugOnOff,kotlin:runtime:debugOnOff,swift:runtime:debugOnOff
665,La_qr_cmplx,matrix,1,go:matrix:La_qr_cmplx,rust:matrix:La_qr_cmplx,cpp:matrix:La_qr_cmplx,c:matrix:La_qr_cmplx,python:matrix:La_qr_cmplx,zig:matrix:La_qr_cmplx,julia:matrix:La_qr_cmplx,nim:matrix:La_qr_cmplx,csharp:matrix:La_qr_cmplx,java:matrix:La_qr_cmplx,kotlin:matrix:La_qr_cmplx,swift:matrix:La_qr_cmplx
666,La_rs,matrix,2,go:matrix:La_rs,rust:matrix:La_rs,cpp:matrix:La_rs,c:matrix:La_rs,python:matrix:La_rs,zig:matrix:La_rs,julia:matrix:La_rs,nim:matrix:La_rs,csharp:matrix:La_rs,java:matrix:La_rs,kotlin:matrix:La_rs,swift:matrix:La_rs
667,La_rs_cmplx,matrix,2,go:matrix:La_rs_cmplx,rust:matrix:La_rs_cmplx,cpp:matrix:La_rs_cmplx,c:matrix:La_rs_cmplx,python:matrix:La_rs_cmplx,zig:matrix:La_rs_cmplx,julia:matrix:La_rs_cmplx,nim:matrix:La_rs_cmplx,csharp:matrix:La_rs_cmplx,java:matrix:La_rs_cmplx,kotlin:matrix:La_rs_cmplx,swift:matrix:La_rs_cmplx
668,La_rg,matrix,2,go:matrix:La_rg,rust:matrix:La_rg,cpp:matrix:La_rg,c:matrix:La_rg,python:matrix:La_rg,zig:matrix:La_rg,julia:matrix:La_rg,nim:matrix:La_rg,csharp:matrix:La_rg,java:matrix:La_rg,kotlin:matrix:La_rg,swift:matrix:La_rg
669,La_rg_cmplx,matrix,2,go:matrix:La_rg_cmplx,rust:matrix:La_rg_cmplx,cpp:matrix:La_rg_cmplx,c:matrix:La_rg_cmplx,python:matrix:La_rg_cmplx,zig:matrix:La_rg_cmplx,julia:matrix:La_rg_cmplx,nim:matrix:La_rg_cmplx,csharp:matrix:La_rg_cmplx,java:matrix:La_rg_cmplx,kotlin:matrix:La_rg_cmplx,swift:matrix:La_rg_cmplx
670,La_rs,matrix,2,go:matrix:La_rs,rust:matrix:La_rs,cpp:matrix:La_rs,c:matrix:La_rs,python:matrix:La_rs,zig:matrix:La_rs,julia:matrix:La_rs,nim:matrix:La_rs,csharp:matrix:La_rs,java:matrix:La_rs,kotlin:matrix:La_rs,swift:matrix:La_rs
671,La_rs_cmplx,matrix,2,go:matrix:La_rs_cmplx,rust:matrix:La_rs_cmplx,cpp:matrix:La_rs_cmplx,c:matrix:La_rs_cmplx,python:matrix:La_rs_cmplx,zig:matrix:La_rs_cmplx,julia:matrix:La_rs_cmplx,nim:matrix:La_rs_cmplx,csharp:matrix:La_rs_cmplx,java:matrix:La_rs_cmplx,kotlin:matrix:La_rs_cmplx,swift:matrix:La_rs_cmplx
672,La_dlange,matrix,2,go:matrix:La_dlange,rust:matrix:La_dlange,cpp:matrix:La_dlange,c:matrix:La_dlange,python:matrix:La_dlange,zig:matrix:La_dlange,julia:matrix:La_dlange,nim:matrix:La_dlange,csharp:matrix:La_dlange,java:matrix:La_dlange,kotlin:matrix:La_dlange,swift:matrix:La_dlange
673,La_dgecon,matrix,2,go:matrix:La_dgecon,rust:matrix:La_dgecon,cpp:matrix:La_dgecon,c:matrix:La_dgecon,python:matrix:La_dgecon,zig:matrix:La_dgecon,julia:matrix:La_dgecon,nim:matrix:La_dgecon,csharp:matrix:La_dgecon,java:matrix:La_dgecon,kotlin:matrix:La_dgecon,swift:matrix:La_dgecon
674,La_dtrcon,matrix,2,go:matrix:La_dtrcon,rust:matrix:La_dtrcon,cpp:matrix:La_dtrcon,c:matrix:La_dtrcon,python:matrix:La_dtrcon,zig:matrix:La_dtrcon,julia:matrix:La_dtrcon,nim:matrix:La_dtrcon,csharp:matrix:La_dtrcon,java:matrix:La_dtrcon,kotlin:matrix:La_dtrcon,swift:matrix:La_dtrcon
675,La_dtrcon3,matrix,3,go:matrix:La_dtrcon3,rust:matrix:La_dtrcon3,cpp:matrix:La_dtrcon3,c:matrix:La_dtrcon3,python:matrix:La_dtrcon3,zig:matrix:La_dtrcon3,julia:matrix:La_dtrcon3,nim:matrix:La_dtrcon3,csharp:matrix:La_dtrcon3,java:matrix:La_dtrcon3,kotlin:matrix:La_dtrcon3,swift:matrix:La_dtrcon3
676,La_zlange,matrix,2,go:matrix:La_zlange,rust:matrix:La_zlange,cpp:matrix:La_zlange,c:matrix:La_zlange,python:matrix:La_zlange,zig:matrix:La_zlange,julia:matrix:La_zlange,nim:matrix:La_zlange,csharp:matrix:La_zlange,java:matrix:La_zlange,kotlin:matrix:La_zlange,swift:matrix:La_zlange
677,La_zgecon,matrix,2,go:matrix:La_zgecon,rust:matrix:La_zgecon,cpp:matrix:La_zgecon,c:matrix:La_zgecon,python:matrix:La_zgecon,zig:matrix:La_zgecon,julia:matrix:La_zgecon,nim:matrix:La_zgecon,csharp:matrix:La_zgecon,java:matrix:La_zgecon,kotlin:matrix:La_zgecon,swift:matrix:La_zgecon
678,La_ztrcon,matrix,2,go:matrix:La_ztrcon,rust:matrix:La_ztrcon,cpp:matrix:La_ztrcon,c:matrix:La_ztrcon,python:matrix:La_ztrcon,zig:matrix:La_ztrcon,julia:matrix:La_ztrcon,nim:matrix:La_ztrcon,csharp:matrix:La_ztrcon,java:matrix:La_ztrcon,kotlin:matrix:La_ztrcon,swift:matrix:La_ztrcon
679,La_ztrcon3,matrix,3,go:matrix:La_ztrcon3,rust:matrix:La_ztrcon3,cpp:matrix:La_ztrcon3,c:matrix:La_ztrcon3,python:matrix:La_ztrcon3,zig:matrix:La_ztrcon3,julia:matrix:La_ztrcon3,nim:matrix:La_ztrcon3,csharp:matrix:La_ztrcon3,java:matrix:La_ztrcon3,kotlin:matrix:La_ztrcon3,swift:matrix:La_ztrcon3
