language_rule,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
swift:regex_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:repeat_while_statement,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
swift:selector_expression,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:self_expression,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:setter_specifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:shebang_line,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
swift:simple_identifier,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
swift:source_file,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:special_literal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:statement_label,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
swift:statements,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
swift:str_escaped_char,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:subscript_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:super_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
swift:suppressed_constraint,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:switch_entry,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:switch_pattern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:switch_statement,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
swift:ternary_expression,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:throw_keyword,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:throws,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:throws_clause,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:try_expression,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
swift:try_operator,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
swift:tuple_expression,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
swift:tuple_type,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:tuple_type_item,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
swift:type_annotation,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:type_arguments,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0
swift:type_constraint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:type_constraints,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
swift:type_modifiers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
swift:type_pack_expansion,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
swift:type_parameter,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:type_parameter_modifiers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
swift:type_parameter_pack,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
swift:type_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:typealias_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:unused_for_backward_compatibility,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:use_site_target,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
swift:user_type,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:value_argument,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0
swift:value_argument_label,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
swift:value_arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:value_binding_pattern,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
swift:value_pack_expansion,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
swift:value_parameter_pack,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
swift:visibility_modifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
swift:where_clause,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
swift:while_statement,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
swift:wildcard_pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:willset_clause,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:willset_didset_block,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:_block_expr_statement,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
zig:_conditional_body,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:_container_members,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
zig:_for_prefix,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:_function_prototype,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zig:_if_prefix,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:_reserved_identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
zig:_switch_case_exp,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:_variable_declaration_expression_statement,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0
zig:_variable_declaration_header,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
zig:_while_prefix,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:address_space,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:anonymous_struct_initializer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:anyframe_type,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:array_type,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:asm_clobbers,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:asm_expression,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:asm_input,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:asm_input_item,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:asm_output,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:asm_output_item,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:assignment_expression,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
zig:async_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:await_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:binary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
zig:block,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:block_expression,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
zig:block_label,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:boolean,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
zig:break_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:break_label,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:builtin_function,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
zig:builtin_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zig:builtin_type,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
zig:byte_alignment,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:call_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
zig:calling_convention,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:catch_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:character,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
zig:comment,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
zig:comptime_declaration,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:comptime_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:comptime_statement,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:comptime_type_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:container_field,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0
zig:continue_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:defer_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:dereference_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:else_clause,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:enum_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:errdefer_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:error_set_declaration,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:error_type,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:error_union_type,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
zig:escape_sequence,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
zig:expression,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
zig:expression_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:field_expression,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
zig:field_initializer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:float,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1
zig:for_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:for_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:function_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:identifier,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:if_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:if_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
zig:if_type_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:index_expression,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
zig:initializer_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:integer,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1
zig:labeled_statement,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
zig:labeled_type_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
zig:link_section,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:multiline_string,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
zig:nosuspend_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:nosuspend_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:null_coercion_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:nullable_type,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
zig:opaque_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:parameter,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
zig:parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:payload,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:pointer_type,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
zig:primary_type_expression,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
zig:range_expression,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
zig:resume_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:return_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:slice_type,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
zig:source_file,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
zig:statement,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
zig:string,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
zig:struct_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:struct_initializer,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
zig:suspend_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:switch_case,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:switch_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
zig:test_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:try_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:type_expression,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
zig:unary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
zig:union_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:using_namespace_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:variable_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
zig:while_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
zig:while_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
